yourlist:M20210221A94466D2655679D1FD8953E075198DA8046206A	Entry
256297	Q7RTS3
55531	Q8N336
55531	B4DM88
55531	E9PLM8
1891	Q13011
1891	A0A384MR44
7538	P26651
7538	M0QY76
646862	M0QZC1
134285	Q8WVE6
10982	Q15555
10982	A0A024RC33
64223	Q9BVC4
2487	Q92765
2487	D9ZGF6
3300	P25686
8668	Q13347
8668	Q5U0F4
3155	P35914
25979	Q6IAN0
25979	A0A0C4DGQ8
54886	Q8TBJ4
54886	A0A024R154
23492	O95931
23492	A0A024R1Q2
23492	B0QYP2
23492	Q4PNR6
60488	P82673
91298	Q8N999
84886	Q9H425
84886	A1NYL2
391112	Q8NGX8
10450	Q9UNP9
10450	B3KSZ1
5308	Q99697
259287	P59536
4142	P04201
4142	W8W3P4
27023	Q99853
23440	Q5XKR4
401551	Q5JTN6
401551	A0A087X0D8
401551	A0A087X0J1
401551	B7ZW23
401551	B7ZW24
401551	B9EK65
1537	P08574
114900	Q9BXJ3
114900	A0A3B0J0L9
83639	Q9BY14
83639	A0A024R0T7
6320	Q9Y240
4692	Q99608
4692	X5D982
4161	P33032
64063	Q9GZN4
123606	Q7RTP0
123606	A0A024R344
123606	Q8TAY1
118738	Q96MN9
51278	Q5VY09
113130	Q96FF9
113130	A0A024R5D6
2020	P19622
113829	Q96G79
391191	Q8NG84
374875	Q7Z5J1
374875	A0A087WWR3
1393	P24387
5524	Q15257
5524	B4DZF8
5524	F6WIT2
29880	Q9Y673
100316904	Q8TEE9
100316904	A0A087WYF9
9481	O95847
9481	B4DHR4
163933	Q6ZT52
79873	Q6ZVK8
420	Q93070
10369	Q9Y698
765	P23280
765	B4DUH8
8560	O15121
8560	A0A024R3P1
10380	O95861
10380	B7Z9J7
10380	V9HWF9
55858	Q9HC07
391189	Q8NGX0
23567	Q9UL40
23567	B7Z4J8
23567	B7Z4N4
5191	O00628
5191	Q6FGN1
79823	Q7Z624
79823	D6W5A4
9935	Q9Y5Q3
4159	P41968
10621	Q9H1D9
10621	Q05DB8
150223	A8MPS7
83447	Q9H0C2
3960	P56470
3960	Q6FHZ4
123099	Q6QHC5
361	P55087
361	A0A5F9ZHR4
361	F1DSG4
361	V9PBN7
355	P25445
355	K9J972
355	Q59FU8
140456	Q8WXH4
140456	Q7Z670
3231	Q9GZZ0
3231	Q96CA4
79089	Q71RG4
79089	B4DFQ1
79089	E7ESS3
7371	Q9BZX2
5813	Q00577
3659	P10914
3659	Q6FHN8
383	P05089
94081	Q9H9B4
255725	Q96RD2
10894	Q9Y5Y7
10894	B2R672
5713	P51665
91663	Q96S97
91663	A0A024R4N0
55311	Q8N0Y2
55311	A0A024R4P4
55311	A0A024R4S5
1482	P52952
1482	A0A0S2Z383
1482	A0A0S2Z3K2
1482	E5RH49
26254	Q9UBM4
6657	P48431
6657	A0A0U3FYV6
54752	Q8TC99
1833	Q99645
1833	A0A024RBC3
84275	Q9BSK2
84304	Q9BRQ3
55286	Q8IY42
55286	A1MMX6
11062	O95620
11062	A4D0R5
57369	Q9UKL4
57369	A0A654IE23
27433	Q5JU69
27433	Q8N2E6
56654	Q9NQX5
51084	Q9Y2S2
51084	V9HWG2
60598	Q9H427
7264	Q13630
7264	A0A140VKC8
79794	Q9H741
79794	A0A024RBQ8
147808	Q8NCA9
345557	Q63HM9
345557	B3KXD1
161502	Q6P656
11343	Q99685
11343	A0A0C4DFN3
11343	B2ZGL7
11343	E7EWX8
51444	Q8WVD3
51444	A0A140VJT9
81855	Q9BWM7
81855	A0A1P0AYU5
283871	A6NDG6
129685	Q7Z7C8
10213	O00487
10213	A0A140VKF2
151531	O95045
151531	A0A0S2Z634
151531	A0A0S2Z6U5
10614	O94992
440699	Q8N7C0
80008	Q8N614
80008	A1MMZ2
644	P53004
644	A0A140VJF4
405753	Q1HG44
345778	Q5HYI7
9792	Q14140
10953	Q15785
10656	O75525
65263	Q53H96
65263	A0A0A0MQS1
65263	B4DGI7
81285	Q9H255
81285	A0A126GVK0
120787	Q6IF63
2854	O75388
2854	H9NIL6
57763	Q9H9E1
57763	A0A024RAN7
7965	Q13155
7965	A0A024QZY1
7965	A8MU58
4682	P53384
347454	A6NJG2
171558	Q6ISU1
171558	A0A087WTE9
171558	Q6ZNR1
10170	Q9BPW9
93210	Q96FM1
93210	A8K0P7
93210	J3QKU0
6341	O75880
26269	Q9NRD0
26269	A0A0S2Z5D1
26269	Q8IXA8
54984	Q96BK5
196740	Q8IW00
148479	Q86YI8
148479	A0A158RFV6
4070	P09758
7809	Q8WZ55
7809	Q5VU50
3201	Q00056
254879	Q8NHC8
307	P09525
307	Q6LES2
307	Q6P452
140825	Q9BR09
219479	Q8NH85
4654	P15172
390243	A6ND01
10252	O43609
57017	O75208
57017	A0A024R6U3
114899	Q9BXJ4
27063	Q15327
27063	A0A384NYH5
84248	Q96QD9
84248	A0A024R9K4
60386	Q9HC21
60386	Q5JPC1
138065	Q96D59
138065	A0A024R834
341346	A6NFE2
5959	Q92781
5959	A0A024RB18
9191	O75618
9191	B1AQP5
259286	P59535
134510	Q8WVY7
127623	Q5JQS5
127623	A0A126GVY5
134083	Q8NGV0
284439	Q86VD7
284439	A0A024R7K2
284439	Q8NHH2
328	P27695
328	Q5TZP7
1316	Q99612
1316	D3GC14
8836	Q92820
6175	P05388
6175	A0A024RBS2
122416	Q96BM1
140460	Q9H672
140460	A0A024RC94
140460	A0A024RCD9
55364	Q9P2X3
55364	A0A024RC24
5507	Q9UQK1
51108	Q9H1A3
60401	Q9HAV5
60401	B2RBZ9
60401	B4DQY6
64102	Q9H2S6
3588	Q08334
3485	P18065
3485	C9JMY1
3292	P14061
3292	A0A0A0MQS7
10193	Q9H4P4
10193	A0A024RB33
8630	O14756
8630	A0A024RB43
81442	Q8NGY6
81442	A0A126GV57
128368	Q8NGY1
128368	A0A126GV63
128366	Q8NGX9
128366	A0A126GV72
25849	Q6UWI2
338398	P59551
51523	Q7LFL8
81470	Q8NGZ5
10399	P63244
10399	E9KL35
138882	Q8NGR9
138882	A0A126GW94
496	P51164
81034	Q9H2D1
219952	Q8NGQ2
219952	A0A126GVP6
2054	P32856
134288	Q8WUU8
134288	A0A024RAN0
5955	Q14257
6017	P12271
7298	P04818
7298	Q53Y97
56670	Q9BXA5
10311	O14972
10311	A8MTY9
10311	A8MY26
221424	Q5JTD7
221424	Q3B825
146849	Q96M95
158234	Q6PF06
158234	B7Z9F7
9402	O75791
9402	B7Z8E3
9402	Q6FI14
387837	Q2HXU8
387837	A0A140VK10
23017	Q9BWQ8
4014	P23490
2959	Q00403
148581	Q5VVX9
148581	A0A140VJY9
3207	P31270
441282	C9JRZ8
57016	O60218
50831	Q9NYW6
6908	P20226
6908	Q32MN7
145226	Q96NR8
145226	A0A0S2Z613
392392	Q8NGR3
392392	A0A126GVB9
8600	O14788
8600	Q54A98
8600	Q5T9Y4
6503	Q13239
374407	P59910
390078	Q96RD3
390078	A0A126GVK5
390079	Q6IFG1
390079	A0A126GVH0
83892	Q9H3F6
83892	A0A024RBJ2
11162	P53370
11162	B4DG76
124460	Q7Z614
348	P02649
348	A0A0S2Z3D5
139628	Q6PJQ5
2267	Q08830
26984	Q96IW7
129450	A2RUC4
28970	Q9H0W9
28970	A0A024R396
28970	A0A024R3B0
28970	A0A087WT99
28970	A8K718
128371	Q8NGW6
2301	Q13461
2301	A0A0A1EII5
8929	Q99453
813	O43852
813	A0A024R755
813	B3KQF5
813	Q6IAW5
254228	Q8N5C1
1965	P05198
1965	Q53XC0
26687	P0C645
25983	Q8NEJ9
64427	Q49AM3
10253	O43597
283297	Q9H209
120776	Q9H210
120776	A0A126GVN9
120379	Q8WWB5
80212	Q53HC0
11277	Q9NSU2
11277	Q5TZT0
118924	Q70Z53
6425	Q5T4F7
10368	O60359
64422	Q9NT62
8402	Q02978
8402	Q6IBH0
219875	Q8NGN0
219875	A0A126GVD9
219844	Q96M11
219844	A0A024R3K0
23529	Q9UBD9
81448	Q8NGY2
81448	A0A126GV58
606495	Q6IPT4
64834	Q9BW60
3033	Q16836
3033	A0A140VK76
3033	B3KTT6
54664	Q9NUM4
54664	A0A024R9Z1
5307	P78337
5307	X5D9A5
81469	Q8NGZ4
81469	A0A126GVX0
29985	Q9BRY0
221301	Q5JW98
6785	Q9GZR5
122664	P59282
1844	Q05923
4072	P16422
158131	Q15612
94240	Q96J88
6666	O15370
1875	Q15329
219954	Q8NGQ6
219954	A0A126GVJ4
390038	Q8NGF3
390038	A0A126GVM2
390063	Q9H343
390063	A0A126GWE7
387885	A6NFT4
196383	Q969X0
4792	P25963
51657	Q9Y6J8
51657	A0A024R4L1
51657	Q7Z3H6
55069	Q9NWD8
55069	A0A024RDK7
1428	Q14894
9374	Q9UMR5
9374	A0A1U9X8D2
340205	Q86YW5
51454	Q9UBP9
8575	O75569
8575	B4DJC7
121214	Q8NEX9
55508	Q7Z769
55508	A0A024RB82
2620	O43903
54810	Q8TF65
54810	A0A384P5H2
3381	P21815
346517	Q8N148
346517	A0A126GWQ4
2853	O00270
55334	Q9NUM3
55334	B4DDK0
55334	C4N9M8
55334	M0QX28
26533	Q8NGC4
26533	A0A126GWE3
26686	A0A126GVR8
10783	Q9HC98
10783	A0A024R8A6
65992	Q96HY6
7374	P13051
7374	E5KTA5
7374	E5KTA6
27292	Q9UNQ2
27292	A0A0C4DGB1
27292	A8K9K8
56967	Q9NPU4
56967	A0A1B0GU51
56967	A0A1B0GWH2
80335	Q6UXN9
80335	A0A024R333
51368	Q9Y6I9
51368	A0A087WTU3
119559	Q6P4A7
256536	Q5VWI1
7975	O60675
7975	A0A024R804
6855	P08247
3149	O15347
10317	Q9Y2C3
10317	A0A0A0MS93
201140	A6NNS2
762	P22748
253190	Q9H4I8
253190	A0A140VK89
390327	A6NIJ9
121130	Q8NGE3
7542	O95159
7542	A0A024R576
4359	P25189
4359	A0A5F9ZI26
128372	Q8NGY5
25974	Q9Y4U1
25974	A0A0C4DGU2
9957	O14792
9957	A0A024R9R4
391211	Q5TZ20
391211	A0A126GW53
50700	Q9NYR8
50700	K7ELF7
162998	Q96RA2
115817	Q96LJ7
116039	Q8N2R0
51144	Q53GQ0
119687	Q8NH64
56912	Q9NQC8
56912	A0A024R3G9
160140	Q8NCR3
160140	A0A024R3C9
8717	Q15628
90522	Q5BJH7
90522	Q9H5F7
9424	Q9Y257
9424	B2RDS2
51550	Q9BW66
51550	A0A024R6M9
123096	Q8N8R3
8774	Q99747
8774	Q6FHY4
55197	Q96P16
55197	A0A024RC37
55197	A0A0C4DGQ6
399823	Q6ZQN5
79037	Q6DKI7
4993	O95371
4913	P78549
4913	E5KTI5
941	P33681
941	A0N0P2
55186	Q96CQ1
55186	A0A384MEA9
80775	Q53S58
201299	Q8NG50
23583	Q53HV7
23583	A0A024RAZ8
23583	A0A0S2Z526
64115	Q9H7M9
338662	Q8NGM9
8613	O14495
152559	Q6TCH7
78992	Q9BWQ6
78992	A0A024R7E1
78992	K7ENM8
51528	Q9P055
51528	A0A024R666
51528	B3KPC2
51528	G3V2M4
390445	Q8NGC0
390445	A0A126GVW7
6382	P18827
9442	Q6P2C8
9442	A0A024R8B7
2669	P55040
2669	A0A024R9F5
6917	P23193
6917	A0A384MTX4
6917	B7Z4W0
57019	Q6FI81
57019	H3BT65
554235	A6ND91
79042	Q9BSV6
79042	A0A024R4N9
79042	B4DT51
79042	E7EQB3
283600	Q6Q0C1
283600	A0A024R6H7
81621	Q96I82
159013	Q8TB03
23408	Q9NXA8
23408	A0A024R012
83607	Q6DCA0
83607	A0A024RAG1
66037	Q8N9W6
54707	Q9H9Y4
26119	Q5SW96
26119	B3KR97
27091	Q9UF02
7391	P22415
7391	A0A0S2Z4U5
135946	O95007
8676	O75558
6919	Q15560
6919	Q6IB64
122525	Q4W4Y0
123803	Q96AB6
123803	A0A087X0T5
441054	A7E2U8
92106	Q96HP4
92106	C9JLB7
9111	Q13287
79672	Q9HA64
79672	A0A140VK84
64122	Q9H479
284207	Q641Q3
353164	A0A0G2JPZ2
283162	Q96RC9
127385	Q8NHC4
127385	A0A126GV70
81888	Q5T013
81888	A0A0A0MTR5
81888	F6UJY1
1265	Q99439
1265	B4DDF4
1265	B4DUT8
4331	P51948
4331	A0A024R669
4331	A0A024R688
29986	Q9NP94
79621	Q5TBB1
79621	A0A2R8Y883
79621	Q8N451
195814	Q8N3Y7
195814	B3KT84
195814	G3V145
390201	Q8NGI7
390113	Q8NH49
4005	P25791
7351	P55851
7351	A0A024R5N5
50862	Q8WVD5
60496	Q9NRN7
2967	Q13889
2967	A0A087WYD5
9074	P56747
6422	Q8N474
89765	Q8WYR4
64114	Q969X1
64114	A0A024R472
64114	B3KSM0
64114	B4DUD2
10462	Q8IUN9
10462	J3KR22
55312	Q969G6
55312	B2RDZ2
11247	O95158
80150	Q7L266
80150	A0A024R573
84134	Q969M1
9783	Q9UJD0
952	P28907
952	B4E006
343169	Q8NGZ6
343169	A0A126GV68
9524	Q9NZ01
9524	B3KSQ1
9518	Q99988
11316	O14579
11316	M0QXB4
360203	Q7Z4J2
6576	P53007
6576	B4DP62
6576	D9HTE9
80764	Q9BT49
55625	Q9NXF8
84138	Q96CW6
134111	A1L167
3029	Q16775
113000	Q9UJJ7
113000	H3BQN8
113000	H3BUN6
158521	Q8N0W7
347468	Q8NG92
347468	A0A126GW70
11167	Q12841
64110	Q9HAY2
54898	Q9NXB9
54898	A0A024QZV3
199870	Q8TAV0
255275	A6NDP7
8851	Q15078
8851	Q8N619
730112	A8MTA8
730112	B7ZW26
730112	B7ZW33
10478	O43808
10478	B4DP73
10478	B4DU97
10478	F6RTR7
376132	Q5BKY1
10089	Q9Y2U2
10089	A0A024R5B0
10089	A0A024R5F5
10089	Q3SYI1
83787	Q8N2F6
83787	H7BXQ8
51534	Q9NP79
51534	A0A087WY55
6834	Q15526
6834	A0A087WYS9
6834	E5KRX5
7353	Q92890
7353	Q541A5
146223	Q8IZR5
147463	Q8N6D5
5531	P60510
5531	A0A024R625
56061	O14562
51069	Q5T653
51069	C9IY40
832	P47756
832	A0A384MR50
832	B1AK85
832	B1AK88
832	B4DWA6
832	Q7L4N0
26151	Q9BTE0
26151	J3KRQ7
26151	J3KSE9
26151	J3KT72
26151	J3QL33
26151	J3QQP3
84311	A0A087WU62
84311	A0A087X2D5
84311	B4DEF8
55379	Q96AG4
58529	Q9NP98
64853	Q96BJ3
117245	Q96KN8
117245	B4DY88
117245	Q8NE88
5538	P50897
23142	Q92564
23142	B4DH26
116068	Q7Z3D4
116068	A8K613
100128569	A6NCJ1
126364	Q8N386
9287	Q9P1P5
84154	Q9H7B2
22934	P49247
1045	Q99626
55816	Q9P104
83592	Q96JD6
54977	Q96DW6
54977	A1LP07
6419	Q53H47
6419	B4DND2
6419	Q96H41
56647	Q9P287
139596	Q96BW1
139596	A0A0A0MRR5
139596	A8KAF9
53833	Q6UXL0
55825	Q9BY49
8576	O75716
8576	B4DPS1
8576	B8ZZI5
79927	Q8TAY7
1018	Q00526
51706	Q9UHQ9
256435	Q8NDV1
10969	Q99848
10969	H7C2Q8
10969	Q6IB29
170825	Q9BZM3
170825	B2LYG3
55435	Q63HQ0
55435	A0A024RDI1
23554	O95859
23554	A0A024R740
25901	Q8IWP9
25901	B4DUJ5
54962	Q9BVW5
54962	B4DRF3
5537	O00743
5537	A0A024R861
85508	Q9NQ03
157753	Q96NL1
157753	A0A024R9D4
5828	P28328
157638	Q96KN1
160760	Q8NI37
1967	Q14232
7084	O00142
7084	A4IF54
7084	A5PLM0
7084	B4DIW4
7084	B4E0Z4
7084	Q8IZR3
80349	Q9GZS3
80349	H0YL19
1776	Q13609
1776	A0A024R365
10921	Q15287
10921	D3DU92
10921	H3BMS0
11326	Q9Y279
255488	Q7Z419
80739	O95866
80739	B0V023
7035	P10646
79777	Q8NC06
79777	A0A0S2Z5Q0
79777	A0A0S2Z5W7
79777	A0A0S2Z5Y4
79777	B4DJP3
79777	K7EM05
1398	P46108
1398	A0A0S2Z3K9
1398	A0A0S2Z3Q4
1398	L7RT18
80380	Q9BQ51
3227	O43248
127670	Q5T9Z0
284723	Q6PIV7
79679	Q7Z7D3
5814	Q96QR8
51334	Q569H4
55192	Q9NVM6
79768	Q9H079
79768	A0A024R9P5
84524	Q8N5P1
9781	P50876
441476	Q8N7X2
441476	B7ZM74
1522	Q9UBR2
23462	Q9Y5J3
23462	B4DEI9
120376	A8K830
54557	Q96EQ0
115286	Q70HW3
123879	Q8IWE4
3622	Q9H160
3622	B2RA15
151888	Q7Z6A9
10554	Q99943
10554	A0A024RCV5
8609	O75840
8609	A0A024R3X8
57048	Q9NRY6
7008	Q10587
1019	P11802
1019	A0A024RBB6
126789	Q8N0Z8
481	P05026
481	A3KLL5
54933	Q9NX52
54933	B7Z1Y9
4487	P28360
4223	P50222
353345	Q7Z602
6678	P09486
285613	Q8NC24
10949	Q13151
83475	Q9BU89
51073	Q9BYD3
51073	A0A024R7C5
51073	X6RAY8
145942	Q8N6Q1
145942	A0A024R9I9
391365	Q6IMI4
391365	A0A0C4DG03
84935	Q5VYS4
23788	Q9Y6C9
23788	B4DHQ0
9117	Q9BRL7
9117	A0A024R2N5
9117	A0A024R2Q1
54784	Q9NXW9
197370	Q8WV22
1632	P42126
1632	A0A384NKJ3
1775	Q92874
10273	Q9UNE7
79363	Q9BU20
3211	P14653
55014	P56962
642273	Q1W6H9
140609	Q8TDX7
140609	B2R8K8
6723	P19623
9249	O75911
200035	P0C025
339983	Q8N9F0
400668	Q6UWY2
400668	B7ZMF6
91978	Q6ZTW0
54675	Q9UJA2
79746	Q96DC8
79746	A0A140VKF9
1399	P46109
51070	Q9Y314
51070	A0A075B6F9
26085	Q9UKR3
26085	A0A1R3UCE9
26085	Q5BQ99
26085	Q86VI7
8614	O76061
8614	Q6FHC9
5309	O75364
10686	Q9Y5I7
433	P07307
433	Q7Z4G9
1727	P00387
121506	Q96DN0
121506	F5GYS6
219621	Q8IVU9
50833	Q9NYV7
56986	Q8N5C7
5082	Q13371
84329	Q96D96
84876	Q96D31
84876	A0A024RBT3
1735	P55073
1735	Q86TU3
339291	A6NM36
85019	Q24JQ0
85019	B4DH40
85019	F5GXY7
85019	Q7L033
143187	Q96AJ9
840	P55210
840	A0A0A0MRL7
840	B4DWA2
390010	Q9UD57
25870	Q8NBJ7
25870	A0A024RDK8
9104	Q15493
9104	V9HWF8
65977	Q9HB20
10109	O15144
10109	A0A024R408
10109	Q53R19
115024	Q969T7
399512	Q3KQZ1
137814	A6NCS4
55670	Q7Z412
55670	A0A024R100
55670	A0A0S2Z5M7
55670	Q7Z2D7
9453	O95749
9453	A0A024R3R2
23234	Q8WXX5
23234	A0A024QZN2
5995	P47804
5995	A0A0S2Z494
5995	A0A0S2Z498
339512	Q86UF4
89872	Q96PS8
51170	Q8NBQ5
345275	Q7Z5P4
132946	Q6T311
346653	Q6NXP2
100507650	A8MTL3
26298	Q9NZC4
2864	O14842
80213	Q9BRN9
80213	B4DLL2
80213	E7EPS7
80213	H0YNS4
80231	Q9HAI6
54033	P57052
54033	D3DSC2
60481	Q9NYP7
60481	A0A024RD35
60481	A0A0A0MTI6
60481	B3KWH9
9587	Q15013
9125	Q92600
9125	D5MQE1
79840	Q9H9Q4
4969	P20774
4969	A8K0R3
4969	B4DI63
4969	Q7Z532
129138	Q6NXT1
11331	Q99623
50836	Q9NYW2
93661	Q96KX2
93661	A0A140VKF6
126755	Q5VT99
388581	Q5T7M4
5824	P40855
5824	A0A0S2Z497
79041	Q9H6F2
81833	Q9HBV2
9766	Q92537
2021	Q14249
2021	E5KNL5
22913	Q9UKM9
22913	Q53GL6
51507	Q9BY42
51507	A0A0A0MQR2
51507	A2A2L6
51507	B4DXL5
5509	O95685
5509	Q86X09
25788,100861412	O95073
6309	O75845
6309	A0A024R3G4
57215	Q96EK4
1406	O43186
133383	Q8NE22
89874	Q9BQT8
54585	Q9NQ48
563	P25311
563	A0A140VK00
23475	Q15274
23475	B4DDH4
23475	V9HWJ5
57407	Q9HBL8
57407	A0A384P622
84549	Q9BXY0
58494	P57087
113277	Q96A25
113277	B7Z779
6945	Q9UH92
7257	Q99598
7257	A0A024R3V8
50848	Q9Y624
50848	Q6FIB4
2859	Q9HC97
2859	A8K2J1
2859	B2RA17
54974	Q9NWX6
54974	B4E366
54974	Q9H8R6
285605	Q8NBA8
51015	Q96CN7
10736	Q9NPC8
10736	Q8TBA2
87769	Q9BVM4
28954	O75628
509	P36542
509	B4DL14
509	Q8TAS0
137392	A1XBS5
79650	Q9BQ65
79650	A0A024R6V6
79650	H3BN52
79650	H3BNM8
147710	A1L1A6
64083	Q9H4A6
24142	Q93015
24142	Q6IAP1
146434	Q96LX8
283869	Q8N729
54149	Q9NYK6
54149	Q68DA1
25978	Q9UQN3
25978	B2RE76
57827	O95873
57827	A0A1U9X7F2
57827	Q9UMP7
92691	Q96HH4
92691	A0A024R430
387849	Q6BDI9
7263	Q16762
7263	A0A384NKQ2
983	P06493
983	A0A024QZJ8
983	B7Z3D6
983	I6L9I5
26232	Q9UK22
51035	Q04323
51035	A0A024R539
51035	A0A024R598
51035	A0A087WTZ5
25855	Q9HCU9
25855	G5E9I4
1264	P51911
1264	B7Z7E1
1264	Q53FP8
1264	V9HWA5
130733	Q8NBL3
151354	Q96KN4
92399	Q96E11
9694	Q15006
6386	O00560
6386	A0A024R7Z5
6386	B4DHN5
6386	G5EA09
83940	Q6P1N9
83940	A0A0D9SGD3
145748	Q5XG99
145748	B3KWE4
145748	F6SJM1
4158	Q01718
6810	Q12846
6810	B7Z425
29113	Q6UXA7
29113	M1T2K5
27249	Q9H3L0
57026	Q96GD0
57026	A0A024R1I3
114905	Q9BXJ2
27284	O43704
92092	Q96H79
50832	Q9NYW5
91300	Q96D70
79172	Q9BU64
55245	Q9NVA1
55245	B7Z314
55245	Q3KRB6
8771	O95407
931	P11836
931	A0A024R507
51075	Q9Y320
6688	P17947
283150	Q6PIV2
284346	Q86XF7
284346	A0A024R0U0
50834	Q9NYW7
50834	Q502V6
51621	Q9Y2Y9
51621	X5DNR2
83597	Q9BQQ7
56954	Q9NQR4
56954	V9HW91
1618	Q92904
1618	A0A140VK77
80864	Q99944
80864	A0A1U9X7N9
125113	Q8N1A0
3131	Q16534
595	P24385
595	Q6FI00
10223	Q99795
127247	Q8WXJ9
6783	P49888
6783	Q53X91
100506049	A6NJI9
9474	Q9H1Y0
9474	A9UGY9
9474	Q7Z3H3
366	O43315
366	H0YK62
83541	Q9BQ89
286187	Q7Z4L9
83606	Q96NT3
83606	A0A024R1B8
83606	A0A087WVD9
83606	B4DL90
83606	E7EX77
83606	E9PGZ7
83606	Q7Z629
93129	Q9BRQ5
93129	A0A024QZA7
100130613	B1ATL7
415117	Q8N4C7
285315	Q6P1S2
83795	Q96T55
50813	Q9UBW8
23555	O95858
7417	P45880
7417	A0A024QZT0
7417	B4DKM5
55924	Q9NTI7
79639	Q6P2H8
79639	B4DI10
79639	Q5TDE2
100507421	H3BS89
83590	Q9BVT8
83590	A0A090N8Q3
126259	Q96BF3
126259	A0A0B4J2A9
55195	Q9NVL8
55195	B7ZL43
55195	E9PSE9
55195	F5GWJ3
55195	Q05C89
56948	Q9NRG7
56948	F6RWC2
56948	Q86TZ5
9801	P49406
744	Q15777
6423	Q96HF1
6423	A0A140VJU3
6423	B3KSM5
9218	Q9P0L0
25941	Q68CL5
25941	A0A087WUC8
25941	A0A087X1R7
25941	K7EKC0
137075	Q96B33
27094	Q9NPA1
3487	P22692
3487	A0A024R1U8
23495	O14836
23495	Q4ACX1
203076	Q6P047
83638	Q9H3H3
10897	O95070
10897	A6NGW1
10897	A8K509
27246	Q9Y4L5
839	P55212
3486	P17936
3486	B3KPF0
116150	Q96E22
23404	Q13868
23404	B3KQW2
140700	Q9BYL1
138046	Q86SE5
138046	B3KT61
51633	Q8N6M0
51633	A0A087X0W9
84934	Q96K30
84934	A0A024RBL1
255520	Q8IZ81
6307	Q15800
64400	Q9H8T0
64400	A0A024R6S6
64400	A0A024R6T5
27120	Q9UK85
27120	A0A140VK15
25818	Q9Y337
90050	Q8N9Y4
340719	Q8WY41
896	P30281
896	B3KP19
896	D6RI00
896	Q5T8J1
3176	P50135
3176	B4DWC1
339230	Q6PK04
9501	Q9UNE2
9501	A8K7D5
360	Q92482
360	A0A2R8Y2R4
3290	P28845
3290	X5D2L1
390205	A6NIK2
2152	P13726
1020	Q00535
1020	A0A090N7W4
1020	A0A0S2Z355
7265	Q99614
9337	Q9UFF9
9337	B7Z9U0
819	P49069
112611	Q9UIY3
112611	B2R7R2
112611	B4DZK9
161247	A5D6W6
388135	Q2T9L4
51285	Q9NYN1
51285	A0A024R5Y3
2098	P10768
2098	A0A140VJJ2
27111	Q9H190
55216	Q6ZUT1
55216	A0A024R3H5
25770	O95567
25907	Q8WZ71
9352	O43396
9352	V9HW51
79863	Q8N0V3
11130	O95229
5449	P28069
29083	Q8N3Z3
29083	Q9P025
8505,670	Q86W56
670	Q86WA6
670	A0A024QZY0
670	Q49AI2
6745	P43307
6745	C9JBX5
64771	Q9H6K1
64771	A0A024RCW2
92856	Q96G21
92856	E7ENR5
79568	Q8WWC4
79568	A0A024R3U8
149478	C9JJ37
2275	Q13643
2275	Q96C98
100507588	H3BV60
256126	Q6PIF2
100130519	A6NGB7
64208	Q9HBV1
283677	Q7Z4M0
283677	H0YKR2
254295	Q5SRE7
254295	A0A024R893
161003	Q8TAV4
51526	Q9NX31
10809	Q9Y365
10809	A0A024R5L8
440026	Q5BJD5
333929	Q3KNW1
4601	P50539
4601	A0A0S2Z3X5
79006	Q9UJH8
26063	Q9NUI1
139562	Q7L8S5
10069	P57060
482	P14415
128061	Q8NDD1
283219	Q4G0X4
113763	Q96FA7
113763	A0A090N8P6
339390	Q6UXB4
339390	B7ZKQ2
339390	Q08G24
339390	Q6XYD1
55337	Q9NUL5
129852	Q8N5S3
56937	Q969W9
56937	Q5JY37
767	P35219
201931	Q8IY95
55011	Q9NWS0
2204	P24071
2204	A0A024R4N4
2204	A0A024R4R4
79810	Q8WV60
79810	A0A024RAM6
79810	B3KPU6
79810	B7Z8R2
79810	F6S289
23016	Q15024
23016	A0A024R2T3
23016	B2RDZ9
1892	P30084
124152	Q8N0W5
124152	B4DXE1
124152	B4E1V3
2961	P29084
64393	Q9HA38
5918	P49788
56181	Q9H019
56181	A0A0S2Z5H6
91647	Q8N5M1
29126	Q9NZQ7
29126	Q0GN75
894	P30279
3162	P09601
3162	Q6FH11
5464	Q15181
5464	V9HWB5
170370	A6NMN3
1749	P56178
1749	Q53Y73
6444	Q92629
5015	P32243
5015	F1T0C9
5015	F1T0D0
5015	F1T0D1
122706	A5LHX3
122706	B3KVC3
51759	Q9NZ63
387914	Q6UWI4
140873	Q96LM9
283152	Q494R4
79720	Q9H9H4
79720	A0A024RBU0
192111	Q96HS1
56984	Q969U7
56984	Q9P1R6
8544	O00625
8544	A0A024RBX6
255758	Q8WW35
8624	O95456
124790	Q96MH2
644070	A8MUP6
51104	Q5VST6
51104	A0A384MEH9
140461	Q9H765
140461	F5GYF0
64081	P30039
64081	A0A024QZK5
283130	Q8N413
283130	B3KR90
81532	Q70IA6
89886	Q96A28
89886	Q6NSE6
128240	Q8NCW5
26228	Q9ULZ2
26228	A0A024RD91
2016	Q04741
51116	Q9Y399
9200	B0YJ81
3601	Q13261
3601	A0A0A0MS77
3601	G8CVM3
51110	Q53H82
51110	A0A024R811
339145	Q6ZTR7
339145	A0A1X7SC74
3613	O14732
10251	O43610
10251	Q6ZUP3
8743	P50591
8743	Q6IBA9
81615	Q8TC26
165257	Q7Z5L3
165257	A0A3B0IND4
553115	Q9UBV8
553115	A0A384MQX5
54952	Q9NX07
